,imageName,aestheticScore,qualityScore
0,iaa_pub10000_.jpg,3.0217391304347827,3.1695652173913045
1,iaa_pub10001_.jpg,3.282608695652174,3.5478260869565217
2,iaa_pub10002_.jpg,2.869565217391304,2.9956521739130437
3,iaa_pub10003_.jpg,3.5434782608695654,3.8000000000000003
4,iaa_pub10004_.jpg,3.0217391304347827,3.252173913043478
5,iaa_pub10005_.jpg,3.6739130434782608,3.8434782608695657
6,iaa_pub10006_.jpg,3.652173913043478,3.752173913043478
7,iaa_pub10007_.jpg,3.369565217391304,3.595652173913044
8,iaa_pub10008_.jpg,3.217391304347826,3.3434782608695657
9,iaa_pub10009_.jpg,3.760869565217391,3.8782608695652177
10,iaa_pub1000_.jpg,3.64,3.668
11,iaa_pub10010_.jpg,2.3260869565217392,2.408695652173913
12,iaa_pub10011_.jpg,3.2083333333333335,3.4875000000000003
13,iaa_pub10012_.jpg,2.9791666666666665,3.2875
14,iaa_pub10013_.jpg,3.0,3.3708333333333336
15,iaa_pub10014_.jpg,1.9166666666666667,2.0749999999999997
16,iaa_pub10015_.jpg,3.5,3.5875
17,iaa_pub10016_.jpg,2.5208333333333335,2.5875
18,iaa_pub10017_.jpg,3.1458333333333335,3.3083333333333336
19,iaa_pub10018_.jpg,2.9166666666666665,3.1125000000000003
20,iaa_pub10019_.jpg,3.5625,3.6791666666666667
21,iaa_pub1001_.jpg,3.56,3.74
22,iaa_pub10020_.jpg,2.9375,3.283333333333333
23,iaa_pub10021_.jpg,2.7083333333333335,2.9375
24,iaa_pub10022_.jpg,3.125,3.1166666666666667
25,iaa_pub10023_.jpg,3.0416666666666665,3.408333333333333
26,iaa_pub10024_.jpg,3.0208333333333335,3.1833333333333336
27,iaa_pub10025_.jpg,2.875,3.0541666666666667
28,iaa_pub10026_.jpg,3.2083333333333335,3.3041666666666667
29,iaa_pub10027_.jpg,2.6458333333333335,2.8791666666666664
30,iaa_pub10028_.jpg,2.1041666666666665,2.1333333333333333
31,iaa_pub10029_.jpg,3.6666666666666665,3.7916666666666665
32,iaa_pub1002_.jpg,3.0,3.292
33,iaa_pub10030_.jpg,3.3125,3.408333333333333
34,iaa_pub10031_.jpg,3.1875,3.341666666666667
35,iaa_pub10032_.jpg,3.2083333333333335,3.404166666666667
36,iaa_pub10033_.jpg,3.7916666666666665,3.9166666666666665
37,iaa_pub10034_.jpg,1.6666666666666667,1.6666666666666667
38,iaa_pub10035_.jpg,3.0625,3.216666666666667
39,iaa_pub10036_.jpg,3.4791666666666665,3.670833333333333
40,iaa_pub10037_.jpg,2.3333333333333335,2.379166666666667
41,iaa_pub10038_.jpg,1.2916666666666667,1.3
42,iaa_pub10039_.jpg,3.7708333333333335,3.9916666666666667
43,iaa_pub1003_.jpg,2.02,1.992
